"TL","Territory level and Typology","REG_ID","Region","VAR","Indicator","POS","Position","TIME","Year","Unit Code","Unit","PowerCode Code","PowerCode","Reference Period Code","Reference Period","Value","Flag Codes","Flags"
"2","Large regions (TL2)","AT34","Vorarlberg","BB_ACC","Share of households with internet broadband access (in % of total households)","ALL","All regions","2018","2018",,,"0","Units",,,90.77,,
"1","Country","BEL","Belgium","BB_ACC","Share of households with internet broadband access (in % of total households)","ALL","All regions","2018","2018",,,"0","Units",,,83.73,,
"2","Large regions (TL2)","BE1","Brussels Capital Region","BB_ACC","Share of households with internet broadband access (in % of total households)","ALL","All regions","2018","2018",,,"0","Units",,,83.73,,
"2","Large regions (TL2)","BE2","Flemish Region","BB_ACC","Share of households with internet broadband access (in % of total households)","ALL","All regions","2018","2018",,,"0","Units",,,85.1,,
"2","Large regions (TL2)","BE3","Walloon Region","BB_ACC","Share of households with internet broadband access (in % of total households)","ALL","All regions","2018","2018",,,"0","Units",,,81.31,,
"1","Country","FRA","France","BB_ACC","Share of households with internet broadband access (in % of total households)","ALL","All regions","2018","2018",,,"0","Units",,,81.31,,
"1","Country","DEU","Germany","BB_ACC","Share of households with internet broadband access (in % of total households)","ALL","All regions","2018","2018",,,"0","Units",,,90.25,,
"2","Large regions (TL2)","DE1","Baden-Württemberg","BB_ACC","Share of households with internet broadband access (in % of total households)","ALL","All regions","2018","2018",,,"0","Units",,,91.97,,
"2","Large regions (TL2)","DE2","Bavaria","BB_ACC","Share of households with internet broadband access (in % of total households)","ALL","All regions","2018","2018",,,"0","Units",,,88.7,,
"1","Country","GBR","United Kingdom","BB_ACC","Share of households with internet broadband access (in % of total households)","ALL","All regions","2018","2018",,,"0","Units",,,94.82,,
"2","Large regions (TL2)","UKC","North East England","BB_ACC","Share of households with internet broadband access (in % of total households)","ALL","All regions","2018","2018",,,"0","Units",,,93.37,,
"2","Large regions (TL2)","UKD","North West England","BB_ACC","Share of households with internet broadband access (in % of total households)","ALL","All regions","2018","2018",,,"0","Units",,,92.7,,
"2","Large regions (TL2)","UKE","Yorkshire and The Humber","BB_ACC","Share of households with internet broadband access (in % of total households)","ALL","All regions","2018","2018",,,"0","Units",,,94.71,,
"2","Large regions (TL2)","UKF","East Midlands","BB_ACC","Share of households with internet broadband access (in % of total households)","ALL","All regions","2018","2018",,,"0","Units",,,95.33,,
"2","Large regions (TL2)","UKG","West Midlands","BB_ACC","Share of households with internet broadband access (in % of total households)","ALL","All regions","2018","2018",,,"0","Units",,,97.34,,
"2","Large regions (TL2)","UKH","East of England","BB_ACC","Share of households with internet broadband access (in % of total households)","ALL","All regions","2018","2018",,,"0","Units",,,94.73,,
"2","Large regions (TL2)","UKI","Greater London","BB_ACC","Share of households with internet broadband access (in % of total households)","ALL","All regions","2018","2018",,,"0","Units",,,95.41,,
"1","Country","LVA","Latvia","BB_ACC","Share of households with internet broadband access (in % of total households)","ALL","All regions","2018","2018",,,"0","Units",,,78.79,,
"2","Large regions (TL2)","LV00","Latvia","BB_ACC","Share of households with internet broadband access (in % of total households)","ALL","All regions","2018","2018",,,"0","Units",,,78.79,,
"1","Country","LTU","Lithuania","BB_ACC","Share of households with internet broadband access (in % of total households)","ALL","All regions","2018","2018",,,"0","Units",,,77.89,,
"2","Large regions (TL2)","DE3","Berlin","BB_ACC","Share of households with internet broadband access (in % of total households)","ALL","All regions","2018","2018",,,"0","Units",,,94.69,,
"2","Large regions (TL2)","DE4","Brandenburg","BB_ACC","Share of households with internet broadband access (in % of total households)","ALL","All regions","2018","2018",,,"0","Units",,,85.84,,
"2","Large regions (TL2)","DE5","Bremen","BB_ACC","Share of households with internet broadband access (in % of total households)","ALL","All regions","2018","2018",,,"0","Units",,,89.68,,
"2","Large regions (TL2)","DE6","Hamburg","BB_ACC","Share of households with internet broadband access (in % of total households)","ALL","All regions","2018","2018",,,"0","Units",,,87.56,,
"2","Large regions (TL2)","DE7","Hesse","BB_ACC","Share of households with internet broadband access (in % of total households)","ALL","All regions","2018","2018",,,"0","Units",,,85.79,,
"2","Large regions (TL2)","DE8","Mecklenburg-Vorpommern","BB_ACC","Share of households with internet broadband access (in % of total households)","ALL","All regions","2018","2018",,,"0","Units",,,88.73,,
"2","Large regions (TL2)","DE9","Lower Saxony","BB_ACC","Share of households with internet broadband access (in % of total households)","ALL","All regions","2018","2018",,,"0","Units",,,92.09,,
"2","Large regions (TL2)","DEA","North Rhine-Westphalia","BB_ACC","Share of households with internet broadband access (in % of total households)","ALL","All regions","2018","2018",,,"0","Units",,,91.39,,
"2","Large regions (TL2)","DEB","Rhineland-Palatinate","BB_ACC","Share of households with internet broadband access (in % of total households)","ALL","All regions","2018","2018",,,"0","Units",,,91.69,,
"2","Large regions (TL2)","DEC","Saarland","BB_ACC","Share of households with internet broadband access (in % of total households)","ALL","All regions","2018","2018",,,"0","Units",,,90.27,,
"2","Large regions (TL2)","DED","Saxony","BB_ACC","Share of households with internet broadband access (in % of total households)","ALL","All regions","2018","2018",,,"0","Units",,,86.59,,
"2","Large regions (TL2)","DEE","Saxony-Anhalt","BB_ACC","Share of households with internet broadband access (in % of total households)","ALL","All regions","2018","2018",,,"0","Units",,,90.37,,
"2","Large regions (TL2)","DEF","Schleswig-Holstein","BB_ACC","Share of households with internet broadband access (in % of total households)","ALL","All regions","2018","2018",,,"0","Units",,,89.71,,
"2","Large regions (TL2)","DEG","Thuringia","BB_ACC","Share of households with internet broadband access (in % of total households)","ALL","All regions","2018","2018",,,"0","Units",,,93.94,,
"1","Country","GRC","Greece","BB_ACC","Share of households with internet broadband access (in % of total households)","ALL","All regions","2018","2018",,,"0","Units",,,76.13,,
"1","Country","HUN","Hungary","BB_ACC","Share of households with internet broadband access (in % of total households)","ALL","All regions","2018","2018",,,"0","Units",,,82.87,,
"2","Large regions (TL2)","HU21","Central Transdanubia","BB_ACC","Share of households with internet broadband access (in % of total households)","ALL","All regions","2018","2018",,,"0","Units",,,86.29,,
"2","Large regions (TL2)","HU22","Western Transdanubia","BB_ACC","Share of households with internet broadband access (in % of total households)","ALL","All regions","2018","2018",,,"0","Units",,,84.52,,
"2","Large regions (TL2)","HU23","Southern Transdanubia","BB_ACC","Share of households with internet broadband access (in % of total households)","ALL","All regions","2018","2018",,,"0","Units",,,80.16,,
"2","Large regions (TL2)","HU31","Northern Hungary","BB_ACC","Share of households with internet broadband access (in % of total households)","ALL","All regions","2018","2018",,,"0","Units",,,77.84,,
"2","Large regions (TL2)","HU32","Northern Great Plain","BB_ACC","Share of households with internet broadband access (in % of total households)","ALL","All regions","2018","2018",,,"0","Units",,,76.03,,
"2","Large regions (TL2)","HU33","Southern Great Plain","BB_ACC","Share of households with internet broadband access (in % of total households)","ALL","All regions","2018","2018",,,"0","Units",,,77.63,,
"1","Country","ISL","Iceland","BB_ACC","Share of households with internet broadband access (in % of total households)","ALL","All regions","2018","2018",,,"0","Units",,,97.02,,
"1","Country","IRL","Ireland","BB_ACC","Share of households with internet broadband access (in % of total households)","ALL","All regions","2018","2018",,,"0","Units",,,88.1,,
"1","Country","NLD","Netherlands","BB_ACC","Share of households with internet broadband access (in % of total households)","ALL","All regions","2018","2018",,,"0","Units",,,97.41,,
"2","Large regions (TL2)","NL11","Groningen","BB_ACC","Share of households with internet broadband access (in % of total households)","ALL","All regions","2018","2018",,,"0","Units",,,99.06,,
"2","Large regions (TL2)","NL12","Friesland","BB_ACC","Share of households with internet broadband access (in % of total households)","ALL","All regions","2018","2018",,,"0","Units",,,95.78,,
"2","Large regions (TL2)","NL13","Drenthe","BB_ACC","Share of households with internet broadband access (in % of total households)","ALL","All regions","2018","2018",,,"0","Units",,,94.48,,
"2","Large regions (TL2)","NL21","Overijssel","BB_ACC","Share of households with internet broadband access (in % of total households)","ALL","All regions","2018","2018",,,"0","Units",,,98.33,,
"2","Large regions (TL2)","NL22","Gelderland","BB_ACC","Share of households with internet broadband access (in % of total households)","ALL","All regions","2018","2018",,,"0","Units",,,97.97,,
"2","Large regions (TL2)","NL23","Flevoland","BB_ACC","Share of households with internet broadband access (in % of total households)","ALL","All regions","2018","2018",,,"0","Units",,,92.7,,
"2","Large regions (TL2)","NL31","Utrecht","BB_ACC","Share of households with internet broadband access (in % of total households)","ALL","All regions","2018","2018",,,"0","Units",,,96.52,,
"2","Large regions (TL2)","NL32","North Holland","BB_ACC","Share of households with internet broadband access (in % of total households)","ALL","All regions","2018","2018",,,"0","Units",,,98.48,,
"2","Large regions (TL2)","NL33","South Holland","BB_ACC","Share of households with internet broadband access (in % of total households)","ALL","All regions","2018","2018",,,"0","Units",,,97.43,,
"2","Large regions (TL2)","NL34","Zeeland","BB_ACC","Share of households with internet broadband access (in % of total households)","ALL","All regions","2018","2018",,,"0","Units",,,97.11,,
"2","Large regions (TL2)","NL41","North Brabant","BB_ACC","Share of households with internet broadband access (in % of total households)","ALL","All regions","2018","2018",,,"0","Units",,,97.63,,
"2","Large regions (TL2)","NL42","Limburg","BB_ACC","Share of households with internet broadband access (in % of total households)","ALL","All regions","2018","2018",,,"0","Units",,,96.16,,
"1","Country","NOR","Norway","BB_ACC","Share of households with internet broadband access (in % of total households)","ALL","All regions","2018","2018",,,"0","Units",,,94.09,,
"2","Large regions (TL2)","NO02","Innlandet","BB_ACC","Share of households with internet broadband access (in % of total households)","ALL","All regions","2018","2018",,,"0","Units",,,98.3,,
